Compartment	Cluster	Trend	OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
RS	RSC2	Transient Depletion	671147	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	1053194	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	281360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	811424	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	575467	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	710123	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	533242	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	RB40	unclassified	unclassified
RS	RSC2	Transient Depletion	699318	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	3116364	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
RS	RSC2	Transient Depletion	538428	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	RB40	unclassified	unclassified
RS	RSC2	Transient Depletion	4393265	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	2714250	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	534686	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	1141158	Bacteria	Planctomycetes	BD7-11	unclassified	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	233959	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	847358	Bacteria	Gemmatimonadetes	Gemm-1	unclassified	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	1089939	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	649954	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	238704	Bacteria	Planctomycetes	OM190	agg27	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	983648	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	211ds20	unclassified	unclassified
RS	RSC2	Transient Depletion	812210	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
RS	RSC2	Transient Depletion	111105	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	unclassified
RS	RSC2	Transient Depletion	311659	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	unclassified	unclassified
RS	RSC2	Transient Depletion	3809681	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	253155	Bacteria	WS3	PRR-12	Sediment-1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	586031	Bacteria	WS3	PRR-12	Sediment-1	PRR-10	unclassified	unclassified
RS	RSC2	Transient Depletion	250674	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
RS	RSC2	Transient Depletion	4306228	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
RS	RSC2	Transient Depletion	1147608	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	535450	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	567399	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	223904	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
RS	RSC2	Transient Depletion	615907	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
RS	RSC2	Transient Depletion	832844	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	849683	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	224740	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	4458222	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	211929	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	2618787	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	1118409	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	542734	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	748070	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	2068089	Bacteria	Acidobacteria	Acidobacteria-6	CCU21	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	1107738	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	313245	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	511514	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Ellin5290	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	728640	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	339544	Bacteria	Acidobacteria	[Chloracidobacteria]	11-24	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	655278	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	361264	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	587313	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	274279	Bacteria	Chloroflexi	Anaerolineae	CFB-26	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	634364	Bacteria	WS3	PRR-12	Sediment-1	PRR-10	unclassified	unclassified
RS	RSC2	Transient Depletion	235651	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	OPB35	unclassified	unclassified
RS	RSC2	Transient Depletion	585878	Bacteria	WS3	PRR-12	Sediment-1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	1140307	Bacteria	Planctomycetes	Phycisphaerae	WD2101	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	577068	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	1108685	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	unclassified	unclassified
RS	RSC2	Transient Depletion	552989	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	913264	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	812105	Bacteria	WS3	PRR-12	Sediment-1	PRR-10	unclassified	unclassified
RS	RSC2	Transient Depletion	1144575	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	791077	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	unclassified	unclassified
RS	RSC2	Transient Depletion	895220	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	unclassified
RS	RSC2	Transient Depletion	937372	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	unclassified
RS	RSC2	Transient Depletion	810167	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium	unclassified
RS	RSC2	Transient Depletion	1108726	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium	unclassified
RS	RSC2	Transient Depletion	940737	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	tertiaricarbonis
RS	RSC2	Transient Depletion	792574	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	4366540	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	unclassified
RS	RSC2	Transient Depletion	637184	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	338196	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	811435	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	722016	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	818239	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
RS	RSC2	Transient Depletion	1128107	Bacteria	WS3	PRR-12	Sediment-1	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	856926	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	566646	Bacteria	Acidobacteria	iii1-8	unclassified	unclassified	unclassified	unclassified
RS	RSC2	Transient Depletion	731707	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus	ampelinus
RS	RSC2	Transient Depletion	822571	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	unclassified	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	835543	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	unclassified
ES	ESC3	Semi-Persistent Enrichment	940828	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	1033380	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	778968	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	1087325	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	354765	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Verrucosispora	gifhornensis
ES	ESC3	Semi-Persistent Enrichment	806201	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	unclassified
ES	ESC3	Semi-Persistent Enrichment	408093	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	unclassified
ES	ESC3	Semi-Persistent Enrichment	554420	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	996116	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	822419	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	579412	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	832674	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	lividum
ES	ESC3	Semi-Persistent Enrichment	4295043	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Arthrospira	unclassified
ES	ESC3	Semi-Persistent Enrichment	989109	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Kaistobacter	unclassified
ES	ESC3	Semi-Persistent Enrichment	1082846	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified
ES	ESC3	Semi-Persistent Enrichment	558911	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Kribbella	unclassified
ES	ESC3	Semi-Persistent Enrichment	1106130	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	1037355	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	unclassified
ES	ESC3	Semi-Persistent Enrichment	920852	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	mirabilis
ES	ESC3	Semi-Persistent Enrichment	1029463	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	743788	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinosynnemataceae	Saccharothrix	unclassified
ES	ESC3	Semi-Persistent Enrichment	268040	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	lanatus
ES	ESC3	Semi-Persistent Enrichment	535678	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Amycolatopsis	coloradensis
ES	ESC3	Semi-Persistent Enrichment	265094	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	1133478	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	unclassified
ES	ESC3	Semi-Persistent Enrichment	249571	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified
ES	ESC3	Semi-Persistent Enrichment	17991	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	unclassified
ES	ESC3	Semi-Persistent Enrichment	74352	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora	unclassified
ES	ESC3	Semi-Persistent Enrichment	850971	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	unclassified
ES	ESC1	NA	4578	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
ES	ESC1	NA	541299	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	unclassified
ES	ESC1	NA	435628	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	unclassified
ES	ESC1	NA	502910	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	unclassified
ES	ESC1	NA	274091	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified
ES	ESC1	NA	510013	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified
ES	ESC1	NA	112962	Bacteria	Chloroflexi	Chloroflexi	Herpetosiphonales	unclassified	unclassified	unclassified
ES	ESC1	NA	839235	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	unclassified	unclassified
ES	ESC1	NA	1108726	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium	unclassified
ES	ESC1	NA	269031	Bacteria	Firmicutes	Clostridia	OPB54	unclassified	unclassified	unclassified
ES	ESC1	NA	813418	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified
ES	ESC1	NA	1009440	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified
ES	ESC1	NA	1062748	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	unclassified
ES	ESC1	NA	730204	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
ES	ESC1	NA	1121233	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	222183	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified
ES	ESC1	NA	144545	Bacteria	Chloroflexi	Chloroflexi	[Roseiflexales]	[Kouleothrixaceae]	unclassified	unclassified
ES	ESC1	NA	217917	Bacteria	Chloroflexi	Chloroflexi	[Roseiflexales]	[Kouleothrixaceae]	unclassified	unclassified
ES	ESC1	NA	289530	Bacteria	Chloroflexi	Chloroflexi	[Roseiflexales]	[Kouleothrixaceae]	unclassified	unclassified
ES	ESC1	NA	238766	Bacteria	Chloroflexi	Chloroflexi	[Roseiflexales]	[Kouleothrixaceae]	unclassified	unclassified
ES	ESC1	NA	588861	Bacteria	Chloroflexi	Chloroflexi	[Roseiflexales]	[Kouleothrixaceae]	unclassified	unclassified
ES	ESC1	NA	247445	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
ES	ESC1	NA	1081489	Bacteria	Fibrobacteres	Fibrobacteria	258ds10	unclassified	unclassified	unclassified
ES	ESC1	NA	846710	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC1	NA	888396	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	unclassified
ES	ESC1	NA	546390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
ES	ESC1	NA	1081815	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	unclassified	unclassified
ES	ESC1	NA	1104733	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC1	NA	606989	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	yangpyeongensis
ES	ESC1	NA	219743	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	unclassified	unclassified
ES	ESC1	NA	553562	Bacteria	Verrucomicrobia	[Spartobacteria]	[Chthoniobacterales]	[Chthoniobacteraceae]	unclassified	unclassified
ES	ESC1	NA	582988	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
ES	ESC1	NA	4434837	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	unclassified
ES	ESC1	NA	852722	Bacteria	Proteobacteria	Deltaproteobacteria	Spirobacillales	unclassified	unclassified	unclassified
ES	ESC1	NA	564093	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Virgisporangium	ochraceum
ES	ESC1	NA	551109	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified
ES	ESC1	NA	313833	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	unclassified	unclassified
ES	ESC1	NA	620684	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	unclassified	unclassified
ES	ESC1	NA	1106324	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC1	NA	1026261	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	213535	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified
ES	ESC1	NA	142010	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	unclassified
ES	ESC1	NA	111050	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	unclassified	unclassified
ES	ESC1	NA	185950	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	unclassified	unclassified
ES	ESC1	NA	281360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
ES	ESC1	NA	4321627	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	4345857	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	1021984	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	832626	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	4353063	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC1	NA	737690	Bacteria	Fibrobacteres	Fibrobacteria	258ds10	unclassified	unclassified	unclassified
ES	ESC1	NA	922761	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	unclassified
ES	ESC1	NA	688259	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Couchioplanes	unclassified
ES	ESC1	NA	646549	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified
ES	ESC1	NA	1060517	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	unclassified
ES	ESC1	NA	1125242	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	unclassified
ES	ESC1	NA	1040172	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC1	NA	4439656	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified
ES	ESC1	NA	697479	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Tepidimonas	unclassified
ES	ESC1	NA	818239	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC1	NA	532962	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	unclassified	unclassified
ES	ESC1	NA	114176	Bacteria	Chloroflexi	Chloroflexi	Chloroflexales	Oscillochloridaceae	Oscillochloris	unclassified
ES	ESC1	NA	586230	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
ES	ESC1	NA	811449	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified	unclassified
ES	ESC1	NA	1126475	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Emticicia	unclassified
ES	ESC1	NA	963779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unclassified	unclassified
ES	ESC1	NA	969805	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	unclassified
ES	ESC1	NA	7346	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	lemoignei
