Compartment	Cluster	Trend	OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ES	ESC1	NA	21532	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	unclassified
ES	ESC1	NA	705062	Bacteria	Proteobacteria	Betaproteobacteria	unclassified	unclassified	unclassified	unclassified
ES	ESC1	NA	736261	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinosynnemataceae	unclassified	unclassified
ES	ESC1	NA	952203	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
ES	ESC1	NA	1074016	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
ES	ESC1	NA	759624	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified	unclassified
ES	ESC1	NA	555384	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Nonomuraea	unclassified
ES	ESC1	NA	570385	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	vitis
ES	ESC1	NA	329490	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinosynnemataceae	Lentzea	unclassified
ES	ESC1	NA	584947	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	unclassified
ES	ESC1	NA	1056577	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	unclassified
ES	ESC1	NA	1100798	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Pelosinus	unclassified
ES	ESC1	NA	225453	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Cellvibrio	unclassified
ES	ESC2	NA	4370738	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC2	NA	791738	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC2	NA	1015017	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	exedens
ES	ESC2	NA	3555655	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	211ds20	unclassified	unclassified
ES	ESC2	NA	593171	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Phaeospirillum	fulvum
ES	ESC2	NA	1042683	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC2	NA	569066	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	unclassified
ES	ESC2	NA	691349	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	unclassified	unclassified
ES	ESC2	NA	78422	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	unclassified	unclassified
ES	ESC2	NA	931643	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	unclassified
ES	ESC2	NA	1048878	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	paradoxus
ES	ESC2	NA	562008	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	unclassified
ES	ESC2	NA	4458357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	unclassified
ES	ESC2	NA	512840	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	unclassified	unclassified
ES	ESC2	NA	580625	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	unclassified
ES	ESC2	NA	589070	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	unclassified	unclassified
ES	ESC2	NA	190663	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	unclassified	unclassified
ES	ESC2	NA	250148	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	unclassified	unclassified
ES	ESC2	NA	1074625	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unclassified	unclassified
ES	ESC2	NA	246691	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	unclassified	unclassified
ES	ESC2	NA	303643	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	unclassified
ES	ESC2	NA	553551	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax	unclassified
ES	ESC2	NA	810167	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium	unclassified
ES	ESC2	NA	1106617	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC2	NA	536444	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	unclassified	unclassified
ES	ESC2	NA	804735	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	unclassified
ES	ESC2	NA	1116937	Bacteria	Verrucomicrobia	[Pedosphaerae]	[Pedosphaerales]	unclassified	unclassified	unclassified
ES	ESC2	NA	983648	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	211ds20	unclassified	unclassified
ES	ESC2	NA	594040	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	Flavisolibacter	unclassified
ES	ESC2	NA	824862	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	unclassified	unclassified
ES	ESC2	NA	112867	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified
ES	ESC2	NA	765871	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
ES	ESC2	NA	228873	Bacteria	Chloroflexi	Anaerolineae	S0208	unclassified	unclassified	unclassified
ES	ESC2	NA	588420	Bacteria	Chloroflexi	Anaerolineae	S0208	unclassified	unclassified	unclassified
ES	ESC2	NA	113486	Bacteria	Chloroflexi	Anaerolineae	GCA004	unclassified	unclassified	unclassified
ES	ESC2	NA	153548	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified
ES	ESC2	NA	143935	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolinaceae	Anaerolinea	unclassified
ES	ESC2	NA	570191	Bacteria	Acidobacteria	Acidobacteria-6	CCU21	unclassified	unclassified	unclassified
ES	ESC2	NA	4348693	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	unclassified	unclassified
ES	ESC2	NA	615907	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	unclassified
ES	ESC2	NA	541884	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Chitinimonas	taiwanensis
ES	ESC2	NA	635410	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC2	NA	141531	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC2	NA	4319981	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	unclassified
ES	ESC2	NA	970359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	unclassified	unclassified
ES	ESC2	NA	178178	Bacteria	Cyanobacteria	Nostocophycideae	Nostocales	Nostocaceae	Gloeotrichia	unclassified
ES	ESC2	NA	1044436	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	unclassified	unclassified
ES	ESC2	NA	770004	Bacteria	Acidobacteria	iii1-8	DS-18	unclassified	unclassified	unclassified
ES	ESC2	NA	1108275	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	unclassified
ES	ESC2	NA	156976	Bacteria	Acidobacteria	iii1-8	DS-18	unclassified	unclassified	unclassified
ES	ESC2	NA	226240	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	unclassified	unclassified
ES	ESC2	NA	358068	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Methylibium	unclassified
ES	ESC2	NA	942852	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	unclassified
ES	ESC2	NA	173071	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	unclassified
ES	ESC2	NA	587552	Bacteria	Fibrobacteres	TG3	TG3-1	TSCOR003-O20	unclassified	unclassified
ES	ESC2	NA	311656	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Chitinophagaceae	Flavisolibacter	unclassified
ES	ESC2	NA	4346961	Bacteria	Chloroflexi	Ellin6529	unclassified	unclassified	unclassified	unclassified
ES	ESC2	NA	509899	Bacteria	Acidobacteria	iii1-8	DS-18	unclassified	unclassified	unclassified
ES	ESC2	NA	548552	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	KD1-23	unclassified
ES	ESC2	NA	201900	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	unclassified
ES	ESC2	NA	656774	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	unclassified
ES	ESC2	NA	680509	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	unclassified
ES	ESC2	NA	1108830	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	unclassified	unclassified
ES	ESC2	NA	564241	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	RB40	unclassified	unclassified
ES	ESC2	NA	1051517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified
ES	ESC2	NA	1121898	Bacteria	Chloroflexi	Anaerolineae	GCA004	unclassified	unclassified	unclassified
ES	ESC2	NA	361264	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
ES	ESC2	NA	547148	Bacteria	Gemmatimonadetes	Gemm-1	unclassified	unclassified	unclassified	unclassified
ES	ESC2	NA	698517	Bacteria	Proteobacteria	Betaproteobacteria	Ellin6067	unclassified	unclassified	unclassified
ES	ESC2	NA	552989	Bacteria	Proteobacteria	Betaproteobacteria	MND1	unclassified	unclassified	unclassified
ES	ESC2	NA	811187	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
ES	ESC2	NA	892000	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
ES	ESC2	NA	1107738	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
ES	ESC2	NA	207355	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	unclassified	unclassified
ES	ESC2	NA	274279	Bacteria	Chloroflexi	Anaerolineae	CFB-26	unclassified	unclassified	unclassified
ES	ESC2	NA	570086	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	unclassified
ES	ESC2	NA	747226	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
ES	ESC2	NA	358590	Bacteria	Gemmatimonadetes	Gemm-1	unclassified	unclassified	unclassified	unclassified
ES	ESC2	NA	849683	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	unclassified	unclassified
ES	ESC5	NA	4480305	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified
ES	ESC5	NA	583086	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Sporomusa	unclassified
ES	ESC5	NA	1058954	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	unclassified
ES	ESC5	NA	559099	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	unclassified
ES	ESC5	NA	261055	Bacteria	Proteobacteria	Alphaproteobacteria	Ellin329	unclassified	unclassified	unclassified
ES	ESC5	NA	326450	Bacteria	Proteobacteria	Alphaproteobacteria	Ellin329	unclassified	unclassified	unclassified
ES	ESC5	NA	276270	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	unclassified
ES	ESC5	NA	694856	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Pleomorphomonas	unclassified
ES	ESC5	NA	827497	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	alcaligenes
ES	ESC5	NA	833216	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified
ES	ESC5	NA	239924	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	citronellolis
ES	ESC5	NA	3332451	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC5	NA	547017	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	137882	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	BSV43	unclassified
ES	ESC4	Persistent Depletion	149163	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	putealis
ES	ESC4	Persistent Depletion	140200	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	BSV43	unclassified
ES	ESC4	Persistent Depletion	4430284	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
ES	ESC4	Persistent Depletion	553643	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	unclassified
ES	ESC4	Persistent Depletion	705559	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	706547	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	745157	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	369022	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	530591	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	531901	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	4480593	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	179879	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	3430519	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	234790	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	mexicanus
ES	ESC4	Persistent Depletion	3116297	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	237257	Bacteria	Chloroflexi	Anaerolineae	envOPS12	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	527719	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
ES	ESC4	Persistent Depletion	574321	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	unclassified
ES	ESC4	Persistent Depletion	236435	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	160786	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	FW	4-29	unclassified
ES	ESC4	Persistent Depletion	579757	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
ES	ESC4	Persistent Depletion	1107608	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	150587	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	230386	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolinaceae	Anaerolinea	unclassified
ES	ESC4	Persistent Depletion	4464809	Bacteria	Acidobacteria	Acidobacteria-6	iii1-15	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	359433	Bacteria	Acidobacteria	Acidobacteria-6	CCU21	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	555469	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	148273	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	650816	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	353729	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	909520	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	220256	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	247767	Bacteria	Verrucomicrobia	Opitutae	unclassified	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	1060474	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	370788	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	815406	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	106737	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	256109	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dok59	unclassified
ES	ESC4	Persistent Depletion	4340806	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	4390466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	583051	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	4424705	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	738779	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dok59	unclassified
ES	ESC4	Persistent Depletion	568229	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	unclassified
ES	ESC4	Persistent Depletion	1105514	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	unclassified
ES	ESC4	Persistent Depletion	555922	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	unclassified
ES	ESC4	Persistent Depletion	2371693	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	626739	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Z-35	unclassified
ES	ESC4	Persistent Depletion	993270	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Dechloromonas	unclassified
ES	ESC4	Persistent Depletion	4439805	Bacteria	Fibrobacteres	Fibrobacteria	258ds10	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	159655	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	719367	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	532696	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	568241	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	587972	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	730387	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	788334	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus	unclassified
ES	ESC4	Persistent Depletion	133807	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	3954601	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	588703	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
ES	ESC4	Persistent Depletion	590693	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	unclassified
ES	ESC4	Persistent Depletion	335316	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	831193	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	unclassified
ES	ESC4	Persistent Depletion	565822	Bacteria	Firmicutes	Clostridia	OPB54	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	560806	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	565375	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	4344472	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	unclassified	unclassified
ES	ESC4	Persistent Depletion	141173	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	143744	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	592970	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Anaeromyxobacter	unclassified
ES	ESC4	Persistent Depletion	141189	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	aurantia
ES	ESC4	Persistent Depletion	89329	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	aurantia
ES	ESC4	Persistent Depletion	243306	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified
ES	ESC4	Persistent Depletion	1128406	Bacteria	Fibrobacteres	TG3	TG3-1	TSCOR003-O20	unclassified	unclassified
ES	ESC4	Persistent Depletion	1145691	Bacteria	Fibrobacteres	TG3	TG3-1	TSCOR003-O20	unclassified	unclassified
ES	ESC4	Persistent Depletion	813906	Bacteria	Proteobacteria	Betaproteobacteria	SBla14	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	562868	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	unclassified
ES	ESC4	Persistent Depletion	1034969	Bacteria	Proteobacteria	Alphaproteobacteria	Ellin329	unclassified	unclassified	unclassified
ES	ESC4	Persistent Depletion	153442	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	unclassified
ES	ESC4	Persistent Depletion	817995	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified
